country_code,employee_number,year,exports_value_in_dollars
ITA,250MORE_EMPLOYEE,2008,231116
ITA,250MORE_EMPLOYEE,2009,176241
ITA,250MORE_EMPLOYEE,2010,194609
ITA,250MORE_EMPLOYEE,2011,228892
ITA,250MORE_EMPLOYEE,2012,219320
ITA,250MORE_EMPLOYEE,2013,226873
ITA,250MORE_EMPLOYEE,2014,228281
ITA,250MORE_EMPLOYEE,2015,200542
ITA,250MORE_EMPLOYEE,2016,203738
ITA,50_249_EMPLOYEE,2008,148325
ITA,50_249_EMPLOYEE,2009,113007
ITA,50_249_EMPLOYEE,2010,120723
ITA,50_249_EMPLOYEE,2011,143384
ITA,50_249_EMPLOYEE,2012,135462
ITA,50_249_EMPLOYEE,2013,142656
ITA,50_249_EMPLOYEE,2014,150998
ITA,50_249_EMPLOYEE,2015,128102
ITA,50_249_EMPLOYEE,2016,129246
KOR,0_9_EMPLOYEE,2012,31264.9
KOR,0_9_EMPLOYEE,2013,27337.3
KOR,0_9_EMPLOYEE,2014,27818.9
KOR,0_9_EMPLOYEE,2015,25330.1
KOR,10_49_EMPLOYEE,2012,31005.5
KOR,10_49_EMPLOYEE,2013,31127.3
KOR,10_49_EMPLOYEE,2014,32254
KOR,10_49_EMPLOYEE,2015,28984.9
KOR,250MORE_EMPLOYEE,2012,431913
KOR,250MORE_EMPLOYEE,2013,447003
KOR,250MORE_EMPLOYEE,2014,452549
KOR,250MORE_EMPLOYEE,2015,417795
KOR,50_249_EMPLOYEE,2012,52248.4
KOR,50_249_EMPLOYEE,2013,52866.2
KOR,50_249_EMPLOYEE,2014,58888.9
KOR,50_249_EMPLOYEE,2015,53469.3
LUX,0_9_EMPLOYEE,2008,1344.53
LUX,0_9_EMPLOYEE,2009,1188.71
LUX,0_9_EMPLOYEE,2010,1113.81
LUX,0_9_EMPLOYEE,2011,1216.03
LUX,0_9_EMPLOYEE,2012,962.122
LUX,0_9_EMPLOYEE,2013,949.737
LUX,0_9_EMPLOYEE,2014,1063.18
LUX,0_9_EMPLOYEE,2015,872.216
LUX,0_9_EMPLOYEE,2016,909.75
LUX,10_49_EMPLOYEE,2008,1878.82
LUX,10_49_EMPLOYEE,2009,1624.65
LUX,10_49_EMPLOYEE,2010,1568.7
LUX,10_49_EMPLOYEE,2011,1962.34
LUX,10_49_EMPLOYEE,2012,1276.71
LUX,10_49_EMPLOYEE,2013,2749.77
LUX,10_49_EMPLOYEE,2014,2749.61
LUX,10_49_EMPLOYEE,2015,2151.53
LUX,10_49_EMPLOYEE,2016,2160.22
LUX,250MORE_EMPLOYEE,2008,9009.16
LUX,250MORE_EMPLOYEE,2009,6274.8
LUX,250MORE_EMPLOYEE,2010,6811.22
LUX,250MORE_EMPLOYEE,2011,6542.88
LUX,250MORE_EMPLOYEE,2012,4757.54
LUX,250MORE_EMPLOYEE,2013,4613.9
LUX,250MORE_EMPLOYEE,2014,4701.09
LUX,250MORE_EMPLOYEE,2015,4646.55
LUX,250MORE_EMPLOYEE,2016,4341.6
LUX,50_249_EMPLOYEE,2008,2854.18
LUX,50_249_EMPLOYEE,2009,1901.14
LUX,50_249_EMPLOYEE,2010,2556.83
LUX,50_249_EMPLOYEE,2011,2720.03
LUX,50_249_EMPLOYEE,2012,2906.03
LUX,50_249_EMPLOYEE,2013,3142.51
LUX,50_249_EMPLOYEE,2014,3532.28
LUX,50_249_EMPLOYEE,2015,3009.06
LUX,50_249_EMPLOYEE,2016,3572.15
MEX,0_9_EMPLOYEE,2007,502.303
MEX,0_9_EMPLOYEE,2008,322.253
MEX,0_9_EMPLOYEE,2009,232.76
MEX,0_9_EMPLOYEE,2010,344.367
MEX,0_9_EMPLOYEE,2011,437.801
MEX,0_9_EMPLOYEE,2012,322.308
MEX,0_9_EMPLOYEE,2013,201.027
MEX,0_9_EMPLOYEE,2014,321.078
MEX,0_9_EMPLOYEE,2015,269.859
MEX,10_49_EMPLOYEE,2007,1152.95
MEX,10_49_EMPLOYEE,2008,1360.95
MEX,10_49_EMPLOYEE,2009,1438.71
MEX,10_49_EMPLOYEE,2010,1406.72
MEX,10_49_EMPLOYEE,2011,1221.56
MEX,10_49_EMPLOYEE,2012,1331.29
MEX,10_49_EMPLOYEE,2013,1327.52
MEX,10_49_EMPLOYEE,2014,1480.68
MEX,10_49_EMPLOYEE,2015,1220.67
MEX,250MORE_EMPLOYEE,2007,183905
MEX,250MORE_EMPLOYEE,2008,197517
MEX,250MORE_EMPLOYEE,2009,155275
MEX,250MORE_EMPLOYEE,2010,203060
MEX,250MORE_EMPLOYEE,2011,226798
MEX,250MORE_EMPLOYEE,2012,247812
MEX,250MORE_EMPLOYEE,2013,263885
MEX,250MORE_EMPLOYEE,2014,288203
MEX,250MORE_EMPLOYEE,2015,297319
MEX,50_249_EMPLOYEE,2007,13555.6
MEX,50_249_EMPLOYEE,2008,14704.3
MEX,50_249_EMPLOYEE,2009,13770.7
MEX,50_249_EMPLOYEE,2010,14845.1
MEX,50_249_EMPLOYEE,2011,16397.2
MEX,50_249_EMPLOYEE,2012,16242.3
MEX,50_249_EMPLOYEE,2013,16490.6
MEX,50_249_EMPLOYEE,2014,16349.3
MEX,50_249_EMPLOYEE,2015,14748.5
NLD,0_9_EMPLOYEE,2009,53712.1
NLD,0_9_EMPLOYEE,2010,76261.3
NLD,0_9_EMPLOYEE,2011,73716.5
NLD,0_9_EMPLOYEE,2012,63068.8
NLD,0_9_EMPLOYEE,2013,57786.8
NLD,0_9_EMPLOYEE,2014,55465
NLD,0_9_EMPLOYEE,2015,40706.2
NLD,0_9_EMPLOYEE,2016,41025.3
NLD,10_49_EMPLOYEE,2009,61144.4
NLD,10_49_EMPLOYEE,2010,66952.6
NLD,10_49_EMPLOYEE,2011,76043.5
NLD,10_49_EMPLOYEE,2012,69192.9
NLD,10_49_EMPLOYEE,2013,71099.5
NLD,10_49_EMPLOYEE,2014,80288.8
NLD,10_49_EMPLOYEE,2015,66627
NLD,10_49_EMPLOYEE,2016,65499.7
NLD,250MORE_EMPLOYEE,2009,132196
NLD,250MORE_EMPLOYEE,2010,135634
NLD,250MORE_EMPLOYEE,2011,163701
NLD,250MORE_EMPLOYEE,2012,155165
NLD,250MORE_EMPLOYEE,2013,163275
NLD,250MORE_EMPLOYEE,2014,168898
NLD,250MORE_EMPLOYEE,2015,137261
NLD,250MORE_EMPLOYEE,2016,127651
NLD,50_249_EMPLOYEE,2009,115856
NLD,50_249_EMPLOYEE,2010,127249
NLD,50_249_EMPLOYEE,2011,144273
NLD,50_249_EMPLOYEE,2012,150364
NLD,50_249_EMPLOYEE,2013,159488
NLD,50_249_EMPLOYEE,2014,147367
NLD,50_249_EMPLOYEE,2015,130756
NLD,50_249_EMPLOYEE,2016,145280
NOR,0_9_EMPLOYEE,2008,9972.32
NOR,0_9_EMPLOYEE,2009,9217.75
NOR,0_9_EMPLOYEE,2010,11581.7
NOR,0_9_EMPLOYEE,2015,11301.9
NOR,10_49_EMPLOYEE,2008,7190.23
NOR,10_49_EMPLOYEE,2009,6462.43
NOR,10_49_EMPLOYEE,2010,7003.28
NOR,10_49_EMPLOYEE,2015,7091.08
NOR,250MORE_EMPLOYEE,2008,80052.5
NOR,250MORE_EMPLOYEE,2009,53692.7
NOR,250MORE_EMPLOYEE,2010,61119.5
NOR,250MORE_EMPLOYEE,2015,40811.5
NOR,50_249_EMPLOYEE,2008,19791.2
NOR,50_249_EMPLOYEE,2009,12988.5
NOR,50_249_EMPLOYEE,2010,13638.4
NOR,50_249_EMPLOYEE,2015,11908.1
POL,0_9_EMPLOYEE,2008,8273.67
POL,0_9_EMPLOYEE,2009,6415.31
POL,0_9_EMPLOYEE,2010,7600.6
POL,0_9_EMPLOYEE,2011,8050.15
POL,0_9_EMPLOYEE,2012,9297.61
POL,0_9_EMPLOYEE,2013,10264.8
POL,0_9_EMPLOYEE,2014,10930.2
POL,0_9_EMPLOYEE,2015,10095.6
POL,0_9_EMPLOYEE,2016,10148.2
POL,10_49_EMPLOYEE,2008,11992.1
POL,10_49_EMPLOYEE,2009,10144.9
POL,10_49_EMPLOYEE,2010,12515
POL,10_49_EMPLOYEE,2011,13957.8
POL,10_49_EMPLOYEE,2012,14746.8
POL,10_49_EMPLOYEE,2013,17015.7
POL,10_49_EMPLOYEE,2014,17520.8
POL,10_49_EMPLOYEE,2015,14860
POL,10_49_EMPLOYEE,2016,14197.9
POL,250MORE_EMPLOYEE,2008,102476
POL,250MORE_EMPLOYEE,2009,78913.7
POL,250MORE_EMPLOYEE,2010,91077.2
POL,250MORE_EMPLOYEE,2011,110292
POL,250MORE_EMPLOYEE,2012,103944
POL,250MORE_EMPLOYEE,2013,113407
POL,250MORE_EMPLOYEE,2014,118639
POL,250MORE_EMPLOYEE,2015,105818
POL,250MORE_EMPLOYEE,2016,106813
POL,50_249_EMPLOYEE,2008,30204.7
POL,50_249_EMPLOYEE,2009,22571.7
POL,50_249_EMPLOYEE,2010,25748.9
POL,50_249_EMPLOYEE,2011,31851.3
POL,50_249_EMPLOYEE,2012,31566
POL,50_249_EMPLOYEE,2013,34969.3
POL,50_249_EMPLOYEE,2014,35774.6
POL,50_249_EMPLOYEE,2015,30708.8
POL,50_249_EMPLOYEE,2016,31443.3
PRT,0_9_EMPLOYEE,2008,4384.74
PRT,0_9_EMPLOYEE,2009,4118.27
PRT,0_9_EMPLOYEE,2010,3747.39
PRT,0_9_EMPLOYEE,2011,4903.08
PRT,0_9_EMPLOYEE,2012,5482.42
PRT,0_9_EMPLOYEE,2013,6522.3
PRT,0_9_EMPLOYEE,2014,6267.79
PRT,0_9_EMPLOYEE,2015,5085.38
PRT,0_9_EMPLOYEE,2016,5233.42
PRT,10_49_EMPLOYEE,2008,7266.99
PRT,10_49_EMPLOYEE,2009,6399.77
PRT,10_49_EMPLOYEE,2010,6047.61
PRT,10_49_EMPLOYEE,2011,9237.85
PRT,10_49_EMPLOYEE,2012,9967.84
PRT,10_49_EMPLOYEE,2013,10084.9
PRT,10_49_EMPLOYEE,2014,10613.6
PRT,10_49_EMPLOYEE,2015,8910.72
PRT,10_49_EMPLOYEE,2016,7412.26
PRT,250MORE_EMPLOYEE,2008,25876.7
PRT,250MORE_EMPLOYEE,2009,18324.6
PRT,250MORE_EMPLOYEE,2010,21020
PRT,250MORE_EMPLOYEE,2011,25451.2
PRT,250MORE_EMPLOYEE,2012,23591
PRT,250MORE_EMPLOYEE,2013,26175
PRT,250MORE_EMPLOYEE,2014,25385.7
PRT,250MORE_EMPLOYEE,2015,22459.4
PRT,250MORE_EMPLOYEE,2016,21676.1
PRT,50_249_EMPLOYEE,2008,14891.3
PRT,50_249_EMPLOYEE,2009,11714.1
PRT,50_249_EMPLOYEE,2010,12427.6
PRT,50_249_EMPLOYEE,2011,14989.2
PRT,50_249_EMPLOYEE,2012,14562.2
PRT,50_249_EMPLOYEE,2013,15699.1
PRT,50_249_EMPLOYEE,2014,16471.4
PRT,50_249_EMPLOYEE,2015,14159.5
PRT,50_249_EMPLOYEE,2016,15810.4
SVK,0_9_EMPLOYEE,2008,4653.15
SVK,0_9_EMPLOYEE,2009,3782.56
SVK,0_9_EMPLOYEE,2010,4705.27
SVK,0_9_EMPLOYEE,2011,6027.85
SVK,0_9_EMPLOYEE,2012,6707.42
SVK,0_9_EMPLOYEE,2013,6934.94
SVK,0_9_EMPLOYEE,2014,6379.87
SVK,0_9_EMPLOYEE,2015,5375.54
SVK,0_9_EMPLOYEE,2016,4060.57
SVK,10_49_EMPLOYEE,2008,10879.5
SVK,10_49_EMPLOYEE,2009,9400.57
SVK,10_49_EMPLOYEE,2010,3382.54
SVK,10_49_EMPLOYEE,2011,5254.85
SVK,10_49_EMPLOYEE,2012,4430.06
SVK,10_49_EMPLOYEE,2013,4842.15
SVK,10_49_EMPLOYEE,2014,4482.33
SVK,10_49_EMPLOYEE,2015,4103.65
SVK,10_49_EMPLOYEE,2016,4242
SVK,250MORE_EMPLOYEE,2008,40886.6
SVK,250MORE_EMPLOYEE,2009,29077.5
SVK,250MORE_EMPLOYEE,2010,30752.3
SVK,250MORE_EMPLOYEE,2011,49194.5
SVK,250MORE_EMPLOYEE,2012,51386.2
SVK,250MORE_EMPLOYEE,2013,42655.7
SVK,250MORE_EMPLOYEE,2014,54793.9
SVK,250MORE_EMPLOYEE,2015,47135.9
SVK,250MORE_EMPLOYEE,2016,48349.5
SVK,50_249_EMPLOYEE,2008,7546.69
SVK,50_249_EMPLOYEE,2009,5721.24
SVK,50_249_EMPLOYEE,2010,13555.8
SVK,50_249_EMPLOYEE,2011,9654.77
SVK,50_249_EMPLOYEE,2012,8571.43
SVK,50_249_EMPLOYEE,2013,21353.6
SVK,50_249_EMPLOYEE,2014,9747.93
SVK,50_249_EMPLOYEE,2015,8852.73
SVK,50_249_EMPLOYEE,2016,9033.53
ESP,0_9_EMPLOYEE,2008,26845.5
ESP,0_9_EMPLOYEE,2009,24738.7
ESP,0_9_EMPLOYEE,2010,29903.8
ESP,0_9_EMPLOYEE,2011,31768.4
ESP,0_9_EMPLOYEE,2012,29044.1
ESP,0_9_EMPLOYEE,2013,29702.9
ESP,0_9_EMPLOYEE,2014,34664.4
ESP,0_9_EMPLOYEE,2015,30709.4
ESP,0_9_EMPLOYEE,2016,32803.1
ESP,10_49_EMPLOYEE,2008,36579.9
ESP,10_49_EMPLOYEE,2009,29603.4
ESP,10_49_EMPLOYEE,2010,33775.5
ESP,10_49_EMPLOYEE,2011,40874.4
ESP,10_49_EMPLOYEE,2012,39990.4
ESP,10_49_EMPLOYEE,2013,41616.2
ESP,10_49_EMPLOYEE,2014,44160.3
ESP,10_49_EMPLOYEE,2015,37015.3
ESP,10_49_EMPLOYEE,2016,38161.4
ESP,250MORE_EMPLOYEE,2008,136402
ESP,250MORE_EMPLOYEE,2009,104584
ESP,250MORE_EMPLOYEE,2010,114585
ESP,250MORE_EMPLOYEE,2011,138188
ESP,250MORE_EMPLOYEE,2012,137375
ESP,250MORE_EMPLOYEE,2013,148230
ESP,250MORE_EMPLOYEE,2014,147239
ESP,250MORE_EMPLOYEE,2015,128901
ESP,250MORE_EMPLOYEE,2016,132482
ESP,50_249_EMPLOYEE,2008,60906.9
ESP,50_249_EMPLOYEE,2009,50122
ESP,50_249_EMPLOYEE,2010,52667
ESP,50_249_EMPLOYEE,2011,65482.5
ESP,50_249_EMPLOYEE,2012,60234.8
ESP,50_249_EMPLOYEE,2013,64929.9
ESP,50_249_EMPLOYEE,2014,69494
ESP,50_249_EMPLOYEE,2015,60947.7
ESP,50_249_EMPLOYEE,2016,61819.7
SWE,0_9_EMPLOYEE,2008,11283
SWE,0_9_EMPLOYEE,2009,9057.39
SWE,0_9_EMPLOYEE,2010,19896.8
SWE,0_9_EMPLOYEE,2011,19824.4
SWE,0_9_EMPLOYEE,2012,18484.2
SWE,0_9_EMPLOYEE,2013,18228.9
SWE,0_9_EMPLOYEE,2014,19408
SWE,0_9_EMPLOYEE,2015,16921.3
SWE,0_9_EMPLOYEE,2016,19277.7
SWE,10_49_EMPLOYEE,2008,15564.8
SWE,10_49_EMPLOYEE,2009,10769.5
SWE,10_49_EMPLOYEE,2010,12691.9
SWE,10_49_EMPLOYEE,2011,15370.4
SWE,10_49_EMPLOYEE,2012,14682.5
SWE,10_49_EMPLOYEE,2013,14567.6
SWE,10_49_EMPLOYEE,2014,14891
SWE,10_49_EMPLOYEE,2015,12445.4
SWE,10_49_EMPLOYEE,2016,12002.3
SWE,250MORE_EMPLOYEE,2008,115378
SWE,250MORE_EMPLOYEE,2009,77685.2
SWE,250MORE_EMPLOYEE,2010,96563.2
SWE,250MORE_EMPLOYEE,2011,116381
SWE,250MORE_EMPLOYEE,2012,106606
SWE,250MORE_EMPLOYEE,2013,102663
SWE,250MORE_EMPLOYEE,2014,98201.8
SWE,250MORE_EMPLOYEE,2015,82364.5
SWE,250MORE_EMPLOYEE,2016,79270
SWE,50_249_EMPLOYEE,2008,27028
SWE,50_249_EMPLOYEE,2009,21697
SWE,50_249_EMPLOYEE,2010,25476.3
SWE,50_249_EMPLOYEE,2011,30262.2
SWE,50_249_EMPLOYEE,2012,27728.3
SWE,50_249_EMPLOYEE,2013,25875.4
SWE,50_249_EMPLOYEE,2014,26414.5
SWE,50_249_EMPLOYEE,2015,23172.7
SWE,50_249_EMPLOYEE,2016,23558.3
TUR,0_9_EMPLOYEE,2008,17592.9
TUR,0_9_EMPLOYEE,2009,17562.2
TUR,0_9_EMPLOYEE,2010,18551.7
TUR,0_9_EMPLOYEE,2011,20435.3
TUR,0_9_EMPLOYEE,2012,31375.9
TUR,0_9_EMPLOYEE,2013,27049.8
TUR,0_9_EMPLOYEE,2014,27224.5
TUR,10_49_EMPLOYEE,2008,34383.6
TUR,10_49_EMPLOYEE,2009,25493.2
TUR,10_49_EMPLOYEE,2010,27865.6
TUR,10_49_EMPLOYEE,2011,34662.5
TUR,10_49_EMPLOYEE,2012,36941.7
TUR,10_49_EMPLOYEE,2013,36458.2
TUR,10_49_EMPLOYEE,2014,32496.3
TUR,250MORE_EMPLOYEE,2008,56558.9
TUR,250MORE_EMPLOYEE,2009,40335.2
TUR,250MORE_EMPLOYEE,2010,44864.7
TUR,250MORE_EMPLOYEE,2011,54195
TUR,250MORE_EMPLOYEE,2012,56696.3
TUR,250MORE_EMPLOYEE,2013,61730.7
TUR,250MORE_EMPLOYEE,2014,68300
TUR,50_249_EMPLOYEE,2008,23162.3
TUR,50_249_EMPLOYEE,2009,17620
TUR,50_249_EMPLOYEE,2010,21752.1
TUR,50_249_EMPLOYEE,2011,25164.1
TUR,50_249_EMPLOYEE,2012,26960.1
TUR,50_249_EMPLOYEE,2013,26242.8
TUR,50_249_EMPLOYEE,2014,28854.7
GBR,0_9_EMPLOYEE,2008,113367
GBR,0_9_EMPLOYEE,2009,87083.1
GBR,0_9_EMPLOYEE,2010,62458.7
GBR,0_9_EMPLOYEE,2011,69193.5
GBR,0_9_EMPLOYEE,2012,63812.7
GBR,0_9_EMPLOYEE,2013,67433.1
GBR,0_9_EMPLOYEE,2014,69897.6
GBR,0_9_EMPLOYEE,2015,65694.9
GBR,0_9_EMPLOYEE,2016,63282
GBR,10_49_EMPLOYEE,2008,48932.7
GBR,10_49_EMPLOYEE,2009,35869.9
GBR,10_49_EMPLOYEE,2010,33605.3
GBR,10_49_EMPLOYEE,2011,41489.4
GBR,10_49_EMPLOYEE,2012,39157.2
GBR,10_49_EMPLOYEE,2013,40343.1
GBR,10_49_EMPLOYEE,2014,40810.9
GBR,10_49_EMPLOYEE,2015,36505.9
GBR,10_49_EMPLOYEE,2016,34341
GBR,250MORE_EMPLOYEE,2008,193493
GBR,250MORE_EMPLOYEE,2009,139625
GBR,250MORE_EMPLOYEE,2010,220529
GBR,250MORE_EMPLOYEE,2011,285769
GBR,250MORE_EMPLOYEE,2012,258996
GBR,250MORE_EMPLOYEE,2013,320762
GBR,250MORE_EMPLOYEE,2014,282980
GBR,250MORE_EMPLOYEE,2015,263434
GBR,250MORE_EMPLOYEE,2016,225518
GBR,50_249_EMPLOYEE,2008,66476.4
GBR,50_249_EMPLOYEE,2009,64641.8
GBR,50_249_EMPLOYEE,2010,55550.5
GBR,50_249_EMPLOYEE,2011,63877.6
GBR,50_249_EMPLOYEE,2012,65305.9
GBR,50_249_EMPLOYEE,2013,68885.5
GBR,50_249_EMPLOYEE,2014,68478
GBR,50_249_EMPLOYEE,2015,63765.5
GBR,50_249_EMPLOYEE,2016,60122.4
USA,0_9_EMPLOYEE,2008,150142
USA,0_9_EMPLOYEE,2009,127616
USA,0_9_EMPLOYEE,2010,160089
USA,0_9_EMPLOYEE,2011,187996
USA,0_9_EMPLOYEE,2012,181491
USA,0_9_EMPLOYEE,2013,183545
USA,0_9_EMPLOYEE,2014,189987
USA,10_49_EMPLOYEE,2008,73454.8
USA,10_49_EMPLOYEE,2009,61537.2
USA,10_49_EMPLOYEE,2010,74297.4
USA,10_49_EMPLOYEE,2011,81954.1
USA,10_49_EMPLOYEE,2012,80847.7
USA,10_49_EMPLOYEE,2013,84536.9
USA,10_49_EMPLOYEE,2014,80663.7
USA,250MORE_EMPLOYEE,2008,829820
USA,250MORE_EMPLOYEE,2009,665882
USA,250MORE_EMPLOYEE,2010,800381
USA,250MORE_EMPLOYEE,2011,929537
USA,250MORE_EMPLOYEE,2012,987012
USA,250MORE_EMPLOYEE,2013,1002320
USA,250MORE_EMPLOYEE,2014,1028500
USA,50_249_EMPLOYEE,2008,97486.4
USA,50_249_EMPLOYEE,2009,83758.4
USA,50_249_EMPLOYEE,2010,102867
USA,50_249_EMPLOYEE,2011,120455
USA,50_249_EMPLOYEE,2012,130333
USA,50_249_EMPLOYEE,2013,130548
USA,50_249_EMPLOYEE,2014,142764
BGR,0_9_EMPLOYEE,2008,1345.01
BGR,0_9_EMPLOYEE,2009,1526.83
BGR,0_9_EMPLOYEE,2010,2072.04
BGR,0_9_EMPLOYEE,2011,2614.59
BGR,0_9_EMPLOYEE,2012,2727.04
BGR,0_9_EMPLOYEE,2013,2909.46
BGR,0_9_EMPLOYEE,2014,3020.28
BGR,0_9_EMPLOYEE,2015,2679.92
BGR,0_9_EMPLOYEE,2016,2865.27
BGR,10_49_EMPLOYEE,2008,2850.52
BGR,10_49_EMPLOYEE,2009,2151.03
BGR,10_49_EMPLOYEE,2010,2687.82
BGR,10_49_EMPLOYEE,2011,4084.05
BGR,10_49_EMPLOYEE,2012,3850.03
BGR,10_49_EMPLOYEE,2013,4421.81
BGR,10_49_EMPLOYEE,2014,3937.97
BGR,10_49_EMPLOYEE,2015,3481.55
BGR,10_49_EMPLOYEE,2016,3397.77
BGR,250MORE_EMPLOYEE,2008,12747.7
BGR,250MORE_EMPLOYEE,2009,8586.47
BGR,250MORE_EMPLOYEE,2010,11096
BGR,250MORE_EMPLOYEE,2011,15220.3
BGR,250MORE_EMPLOYEE,2012,14452.8
BGR,250MORE_EMPLOYEE,2013,NA
BGR,250MORE_EMPLOYEE,2014,15004
BGR,250MORE_EMPLOYEE,2015,12749.4
BGR,250MORE_EMPLOYEE,2016,12591.5
BGR,50_249_EMPLOYEE,2008,4529.25
BGR,50_249_EMPLOYEE,2009,3503.27
BGR,50_249_EMPLOYEE,2010,4325.32
BGR,50_249_EMPLOYEE,2011,5175.97
BGR,50_249_EMPLOYEE,2012,4938.98
BGR,50_249_EMPLOYEE,2013,5723.64
BGR,50_249_EMPLOYEE,2014,5932.49
BGR,50_249_EMPLOYEE,2015,5039.37
BGR,50_249_EMPLOYEE,2016,5719.04
CRI,0_9_EMPLOYEE,2013,571.784
CRI,10_49_EMPLOYEE,2013,627.28
CRI,250MORE_EMPLOYEE,2013,7887.1
CRI,50_249_EMPLOYEE,2013,2102.24
HRV,0_9_EMPLOYEE,2012,653.258
HRV,0_9_EMPLOYEE,2013,1360.46
HRV,0_9_EMPLOYEE,2014,1804.46
HRV,0_9_EMPLOYEE,2015,1723.35
HRV,0_9_EMPLOYEE,2016,1782.02
HRV,10_49_EMPLOYEE,2012,1475.06
HRV,10_49_EMPLOYEE,2013,1561.88
HRV,10_49_EMPLOYEE,2014,1643.17
HRV,10_49_EMPLOYEE,2015,1586.65
HRV,10_49_EMPLOYEE,2016,1742.18
HRV,250MORE_EMPLOYEE,2012,7286.81
HRV,250MORE_EMPLOYEE,2013,6474.93
HRV,250MORE_EMPLOYEE,2014,6180.22
HRV,250MORE_EMPLOYEE,2015,5318.16
HRV,250MORE_EMPLOYEE,2016,5201.46
HRV,50_249_EMPLOYEE,2012,2919.5
HRV,50_249_EMPLOYEE,2013,3162.68
HRV,50_249_EMPLOYEE,2014,3160.88
HRV,50_249_EMPLOYEE,2015,2835.53
HRV,50_249_EMPLOYEE,2016,2910.97
CYP,0_9_EMPLOYEE,2009,201.448
CYP,0_9_EMPLOYEE,2010,216.733
CYP,0_9_EMPLOYEE,2011,357.467
CYP,0_9_EMPLOYEE,2012,348.498
CYP,0_9_EMPLOYEE,2013,347.289
CYP,0_9_EMPLOYEE,2014,337.106
CYP,0_9_EMPLOYEE,2015,280.165
CYP,0_9_EMPLOYEE,2016,304.073
CYP,10_49_EMPLOYEE,2009,334.191
CYP,10_49_EMPLOYEE,2010,377.139
CYP,10_49_EMPLOYEE,2011,522.669
CYP,10_49_EMPLOYEE,2012,541.46
CYP,10_49_EMPLOYEE,2013,513.64
CYP,10_49_EMPLOYEE,2014,543.607
CYP,10_49_EMPLOYEE,2015,594.03
CYP,10_49_EMPLOYEE,2016,681.212
CYP,250MORE_EMPLOYEE,2009,158.848
CYP,250MORE_EMPLOYEE,2010,217.098
CYP,250MORE_EMPLOYEE,2011,265.769
CYP,250MORE_EMPLOYEE,2012,266.122
CYP,250MORE_EMPLOYEE,2013,479.966
CYP,250MORE_EMPLOYEE,2014,305.657
CYP,250MORE_EMPLOYEE,2015,281.947
CYP,250MORE_EMPLOYEE,2016,316.631
CYP,50_249_EMPLOYEE,2009,348.327
CYP,50_249_EMPLOYEE,2010,382.457
CYP,50_249_EMPLOYEE,2011,384.724
CYP,50_249_EMPLOYEE,2012,325.242
CYP,50_249_EMPLOYEE,2013,372.184
CYP,50_249_EMPLOYEE,2014,361.779
CYP,50_249_EMPLOYEE,2015,581.416
CYP,50_249_EMPLOYEE,2016,388.726
EST,0_9_EMPLOYEE,2008,1576.94
EST,0_9_EMPLOYEE,2009,1132.43
EST,0_9_EMPLOYEE,2010,1615.5
EST,0_9_EMPLOYEE,2011,2144.05
EST,0_9_EMPLOYEE,2012,2401.96
EST,0_9_EMPLOYEE,2013,3513.96
EST,0_9_EMPLOYEE,2014,3088.37
EST,0_9_EMPLOYEE,2015,2307.59
EST,0_9_EMPLOYEE,2016,1921.1
EST,10_49_EMPLOYEE,2008,2535.91
EST,10_49_EMPLOYEE,2009,1734.27
EST,10_49_EMPLOYEE,2010,1897.36
EST,10_49_EMPLOYEE,2011,2675.26
EST,10_49_EMPLOYEE,2012,2564.8
EST,10_49_EMPLOYEE,2013,2597.48
EST,10_49_EMPLOYEE,2014,2705.74
EST,10_49_EMPLOYEE,2015,2167.57
EST,10_49_EMPLOYEE,2016,2097.61
EST,250MORE_EMPLOYEE,2008,1860.4
EST,250MORE_EMPLOYEE,2009,1466.85
EST,250MORE_EMPLOYEE,2010,2670.41
EST,250MORE_EMPLOYEE,2011,4082.15
EST,250MORE_EMPLOYEE,2012,4068.77
EST,250MORE_EMPLOYEE,2013,4293.2
EST,250MORE_EMPLOYEE,2014,4388.29
EST,250MORE_EMPLOYEE,2015,3524.65
EST,250MORE_EMPLOYEE,2016,3652.64
EST,50_249_EMPLOYEE,2008,4358.15
EST,50_249_EMPLOYEE,2009,3427.86
EST,50_249_EMPLOYEE,2010,4401.73
EST,50_249_EMPLOYEE,2011,6106.83
EST,50_249_EMPLOYEE,2012,5239.66
EST,50_249_EMPLOYEE,2013,5155.83
EST,50_249_EMPLOYEE,2014,5214.77
EST,50_249_EMPLOYEE,2015,4315.14
EST,50_249_EMPLOYEE,2016,4297.27
LVA,0_9_EMPLOYEE,2008,1003.51
LVA,0_9_EMPLOYEE,2009,916.184
LVA,0_9_EMPLOYEE,2010,1259.73
LVA,0_9_EMPLOYEE,2011,1872.37
LVA,0_9_EMPLOYEE,2012,2084.09
LVA,0_9_EMPLOYEE,2013,2509
LVA,0_9_EMPLOYEE,2014,2596.11
LVA,0_9_EMPLOYEE,2015,2005.82
LVA,0_9_EMPLOYEE,2016,1905.94
LVA,10_49_EMPLOYEE,2008,2128.66
LVA,10_49_EMPLOYEE,2009,1677.05
LVA,10_49_EMPLOYEE,2010,2319.07
LVA,10_49_EMPLOYEE,2011,3023.08
LVA,10_49_EMPLOYEE,2012,2902.35
LVA,10_49_EMPLOYEE,2013,2758.44
